NOME_UF,NOME_MUNICIPIO,ESFERA_GOV_ESCOLA,LOCALIZACAO_ESCOLA,INEP_ESCOLA,NOME_ESCOLA,QUANT_ALUNADO,VALOR_RECEBIDO
MA,SANTA LUZIA DO PARUA,MUNICIPAL,Rural,21251142,CE BENEDITA AYOUB,536,R$300.900
MA,SANTA LUZIA DO PARUA,MUNICIPAL,Urbana,21251150,EM ADONIAS CARVALHO RAMOS,123,R$9.378
MA,SAO LUIS,MUNICIPAL,Urbana,21252483,UEB ENS FUND DARCY RIBEIRO,250,R$32.835
MA,BURITICUPU,MUNICIPAL,Rural,21253374,EM GONCALVES DIAS,200,R$54.840
MA,GOVERNADOR LUIZ ROCHA,MUNICIPAL,Urbana,21253544,CE LUIS CHEIVAN,150,R$11.268
MA,ITINGA DO MARANHAO,MUNICIPAL,Urbana,21254052,ESCOLA MUNICIPAL RAIMUNDO ALMEIDA PIMENTEL,165,R$87.300
MA,VITORINO FREIRE,MUNICIPAL,Rural,21254222,ESCOLA RURAL ELISA ROSA BOGEA,53,R$25.434
MA,COLINAS,MUNICIPAL,Urbana,21254265,UI MARIA DO SOCORRO S MACEDO,240,R$35.190
MA,AMAPA DO MARANHAO,MUNICIPAL,Urbana,21255245,ANEXO I - CE PROF MARIA DO SOCORRO MENDONCA DA SILVA,291,R$48.474
MA,BOM JARDIM,MUNICIPAL,Rural,21255431,EMEB 03 DE SETEMBRO,60,R$20.325
MA,BARRA DO CORDA,MUNICIPAL,Urbana,21255792,UI FREI JESUALDO LAZZARI,263,R$46.950
MA,TIMON,MUNICIPAL,Urbana,21255881,EMEF FRANCISCO CLEITON SILVA SOUSA,99,R$28.386
MA,TIMON,MUNICIPAL,Urbana,21255903,ESCOLA MUNICIPAL LIRIO DOS VALES,191,R$32.625
MA,GOVERNADOR EDISON LOBAO,MUNICIPAL,Rural,21256284,EM PAULO RENATO SOUZA,350,R$193.650
MA,SANTA LUZIA,MUNICIPAL,Rural,21258104,UI RAIMUNDO DOS REIS CAVALCANTE,100,R$41.988
MA,SANTA LUZIA,MUNICIPAL,Rural,21258147,UI DRA OLGA BENTO,120,R$35.065
MA,FERNANDO FALCAO,MUNICIPAL,Urbana,21259097,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA FELICIDADE,250,R$68.610
MA,PRESIDENTE VARGAS,MUNICIPAL,Urbana,21259771,ESCOLA MUNICIPAL WLADIMIR BARBOSA UCHOA,100,R$33.108
MA,APICUM-ACU,MUNICIPAL,Rural,21260028,UI VALDELIZA BRITO REIS,150,R$68.205
MA,SAO RAIMUNDO DAS MANGABEIRAS,MUNICIPAL,Urbana,21260508,UNIDADE INTEGRADA MANOEL DA SILVA COSTA,60,R$30.195
MA,LAGO DA PEDRA,MUNICIPAL,Rural,21260532,UI WALDIR JORGE DE MELO,40,R$27.120
MA,PACO DO LUMIAR,MUNICIPAL,Rural,21261008,UEB CUMBIQUE,183,R$75.840
MA,PERITORO,MUNICIPAL,Urbana,21261962,UEM BENEDITO SANTANA,245,R$34.743
MA,PASSAGEM FRANCA,MUNICIPAL,Urbana,21262420,ESCOLA MUNICIPAL PROFESSORA MARIA JOSE REIS,178,R$84.735
MA,BURITIRANA,MUNICIPAL,Rural,21262578,UE ANTONIA LEONCIO DE ALMEIDA,217,R$94.290
MA,SAO BENTO,MUNICIPAL,Urbana,21262705,EM SAO LUIS GONZAGA,103,R$30.012
MA,SAO JOAO DO CARU,MUNICIPAL,Urbana,21263752,CE ALDENOR LEONIDAS SIQUEIRA,600,R$67.608
MA,ARAME,MUNICIPAL,Urbana,21263868,EM ZULEIDE MENDES,80,R$7.392
MA,BARRA DO CORDA,MUNICIPAL,Urbana,21263884,UI DEPUTADO RIGO TELES,300,R$33.804
MA,BARRA DO CORDA,MUNICIPAL,Urbana,21263892,UI EDISON LOBAO,304,R$56.325
MA,BARREIRINHAS,MUNICIPAL,Urbana,21264066,UE FRANCELINA MENESES,150,R$38.856
MA,COROATA,MUNICIPAL,Urbana,21264120,EM MACARANDUBA I - ANEXO I - MARAJA,162,R$32.565
MA,NOVA OLINDA DO MARANHAO,MUNICIPAL,Urbana,21264872,COMPLEXO EDUCACIONAL SAO FRANCISCO DE ASSIS,150,R$40.782
MA,GRAJAU,MUNICIPAL,Urbana,21265488,EM PROFESSOR PEDRO SANTANA,90,R$18.555
MA,ESTREITO,MUNICIPAL,Rural,21265674,EM PAULO FREIRE,40,R$15.060
MA,MARACACUME,MUNICIPAL,Urbana,21266310,UE PAULO GERMANO DE SOUSA,77,R$35.670
MA,TIMON,MUNICIPAL,Urbana,21267090,EMEF ESTER,85,R$39.735
MA,TIMON,MUNICIPAL,Urbana,21267200,EMEF ANTONIO MARIA ZACARIAS RIBEIRO,130,R$51.750
MA,SAO JOSE DE RIBAMAR,MUNICIPAL,Rural,21267510,EM MAIOBINHA,60,R$61.830
MA,PINDARE MIRIM,MUNICIPAL,Urbana,21267731,EM PROF JUSTINA BATALHA MACIEL RIBEIRO,100,R$98.112
MA,CENTRO NOVO DO MARANHAO,MUNICIPAL,Urbana,21267987,CENTRO EDUCACIONAL ANTONIO DA CRUZ PEREIRA,105,R$23.130
MA,HUMBERTO DE CAMPOS,MUNICIPAL,Urbana,21268240,EM ZILDA MARIA SANTOS MESQUITA,270,R$30.942
MA,BOM JESUS DAS SELVAS,MUNICIPAL,Urbana,21268932,CENTRO DE ENSINO HAGAMENON DOS REIS MOURA,50,R$3.606
MA,ARAME,MUNICIPAL,Rural,21269114,GE MARIA DOS SANTOS ALBUQUERQUE,118,R$13.668
MA,BACABAL,MUNICIPAL,Rural,21270074,UEF JOAO DA EMAPA,64,R$26.100
MA,LUIS DOMINGUES,MUNICIPAL,Urbana,21270937,UI DOM CARLO ELLENA,177,R$14.871
MA,SANTA LUZIA DO PARUA,MUNICIPAL,Urbana,21271089,CENTRO EDUCACIONAL RAIMUNDO CARVALHO RAMOS,159,R$8.565
MA,CODO,MUNICIPAL,Urbana,21271259,EM PREFEITO HENRIQUE FIGUEIREDO,400,R$75.090
MA,CAXIAS,MUNICIPAL,Urbana,21271470,EM ANTENOR GOMES VIANA JUNIOR,470,R$160.710
MA,TIMON,MUNICIPAL,Urbana,21271593,EMEF LAURO RODRIGUES DE SAMPAIO,74,R$19.785
MA,CENTRO DO GUILHERME,MUNICIPAL,Urbana,21272875,EM CICERO JOSE DA SILVA,211,R$16.698
MA,GRAJAU,MUNICIPAL,Urbana,21273286,EM EDUCAR PARA CRESCER,60,R$13.755
MA,GRAJAU,MUNICIPAL,Urbana,21273294,EM BOM SAMARITANO,180,R$22.356
MA,GRAJAU,MUNICIPAL,Urbana,21273308,EM ALCINDO FELIPE DA SILVA,120,R$23.265
MA,HUMBERTO DE CAMPOS,MUNICIPAL,Rural,21273693,EM PE FERNANDO LEVESQUE,125,R$20.565
MA,TUTOIA,MUNICIPAL,Rural,21273758,UI FRANCISCO LEONARDO DA SILVA,280,R$60.981
MA,BARRA DO CORDA,MUNICIPAL,Urbana,21273820,UI ISALTINA PEREIRA ARAUJO,300,R$92.145
MA,MATA ROMA,MUNICIPAL,Urbana,21274215,ESCOLA MUNICIPAL MAGYLLA NETO,380,R$51.912
MA,JOSELANDIA,MUNICIPAL,Urbana,21274223,EM FRANCISCA BENEVIDES DE QUEIROZ,75,R$4.165
MA,BURITICUPU,MUNICIPAL,Urbana,21274290,UI PROFª VALDEANA ALMEIDA DOS REIS,300,R$56.265
MA,CAXIAS,MUNICIPAL,Urbana,21274339,UNIDADE INTEGRADA MUNICIPAL PROFESSOR ARLINDO FERNANDES DE O,674,R$265.455
MA,BARREIRINHAS,MUNICIPAL,Urbana,21274436,UI FRANCISCO PEDRO MONROE DA CONCEICAO,350,R$196.785
MA,CHAPADINHA,MUNICIPAL,Urbana,21274657,UNIDADE INTEGRADA CORONEL JOAQUIM NUNES,145,R$23.475
MA,BURITICUPU,MUNICIPAL,Rural,21274860,UI ANTONIO JOAQUIM DA SILVA,300,R$32.904
MA,GOVERNADOR EUGENIO BARROS,MUNICIPAL,Urbana,21275483,EM DIAS CARNEIRO,216,R$25.272
MA,BALSAS,MUNICIPAL,Urbana,21275637,EM PROFESSORA MARIA DO CARMO SANTOS DE SOUSA,120,R$42.480
MA,CAXIAS,MUNICIPAL,Urbana,21275858,UIM PROFª MARINALVA SOARES GUIMARAES,266,R$34.515
MA,MATINHA,MUNICIPAL,Urbana,21276323,EM JOAQUIM INACIO SERRA,300,R$82.389
MA,SANTA INES,MUNICIPAL,Urbana,21276455,EM ANTONIO SANTOS VELOSO,120,R$39.243
MA,SANTA INES,MUNICIPAL,Urbana,21276471,EM TOMAZ AQUINO BRINGEL,130,R$32.040
MA,DUQUE BACELAR,MUNICIPAL,Urbana,21277680,EM MIGUEL DUARTE CASTELO BRANCO,200,R$37.560
MA,BACABAL,MUNICIPAL,Urbana,21278911,UEF PREFEITO JORGE JOSE DE MENDONCA,80,R$6.624
MA,CURURUPU,MUNICIPAL,Urbana,21279012,UNIDADE INTEGRADA SISINO DA SILVA CUNHA,143,R$16.839
MA,ALDEIAS ALTAS,MUNICIPAL,Urbana,21279675,ESCOLA MUNICIPAL SANTA LUZIA,130,R$2.058
MA,PASSAGEM FRANCA,MUNICIPAL,Urbana,21279900,ESCOLA MUNICIPALIZADA ESTADO DO PARANA,433,R$50.553
MA,SAO LUIS,MUNICIPAL,Urbana,21303800,UEB ENS FUND PROF JOAO DE SOUZA GUIMARAES,300,R$46.950
MA,ALDEIAS ALTAS,MUNICIPAL,Urbana,21323003,EM MARIA DA CONCEICAO DE OLIVEIRA,100,R$31.392
MA,MATA ROMA,MUNICIPAL,Urbana,21325243,COLEGIO MANOEL CUSTODIO DE MEIRELES,108,R$45.045
MA,TURILANDIA,MUNICIPAL,Urbana,21326215,EM ALCELINO RIBEIRO RODRIGUES,583,R$189.048
MA,PRESIDENTE VARGAS,MUNICIPAL,Urbana,21326886,ESCOLA MUNICIPAL BENEDITO LEANDRO DO LAGO,150,R$29.853
MA,TURIACU,MUNICIPAL,Urbana,21327807,CE IEDA VIANA RIBEIRO,388,R$128.544
MA,TURIACU,MUNICIPAL,Rural,21328013,EM ROSA CARDOSO,183,R$27.858
MA,ANAPURUS,MUNICIPAL,Urbana,21329605,COMPLEXO EDUCACIONAL DONA NERCI ALVES MONTELES,174,R$32.850
MA,ALTO ALEGRE DO MARANHAO,MUNICIPAL,Urbana,21330417,U I AUGUSTO CURY,300,R$85.110
MA,SAO JOSE DE RIBAMAR,MUNICIPAL,Rural,21334404,EM VILA OPERARIA,100,R$90.315
MA,TUNTUM,MUNICIPAL,Rural,21343616,EM VEREADOR CARLOS AUGUSTO DA CUNHA,158,R$48.450
MA,BURITICUPU,MUNICIPAL,Urbana,21349207,U I PROFESSORA JUVENILIA SOARES SOUSA,250,R$18.705
MA,ARAME,MUNICIPAL,Urbana,21349614,COMPLEXO EDUC PROF CICERO RODRIGUES VIEIRA,318,R$56.010
MA,ITAIPAVA DO GRAJAU,MUNICIPAL,Urbana,21349622,EM LUIS GABRIEL DO NASCIMENTO,250,R$42.615
MA,HUMBERTO DE CAMPOS,MUNICIPAL,Urbana,21492212,EM PAULO FREIRE,300,R$33.804
MA,HUMBERTO DE CAMPOS,MUNICIPAL,Urbana,21492247,EM PROFESSORA LENA MARIA ARAUJO SILVA,186,R$32.550
MA,SANTA INES,MUNICIPAL,Urbana,21492263,EM MARIA MARTINS BRINGEL,250,R$99.165
MA,ZE DOCA,MUNICIPAL,Urbana,21492271,EM PROFESSOR JOSE GONCALVES DOS SANTOS,272,R$11.295
MA,MONCAO,MUNICIPAL,Rural,21492280,EM EUGENIO BARROS,75,R$8.226
MA,TIMON,MUNICIPAL,Urbana,21492425,EMEF PAULO FREIRE,150,R$23.433
MA,IGARAPE DO MEIO,MUNICIPAL,Urbana,21492476,UNIDADE INTEGRADA JORGE MOISES DA SILVA,150,R$11.268
MA,IGARAPE DO MEIO,MUNICIPAL,Rural,21492530,EM MARIA DE LOURDES LEITAO CARVALHO,150,R$40.890
MA,COROATA,MUNICIPAL,Rural,21495661,EM BARRIGUDA,159,R$12.363
MA,GOVERNADOR NEWTON BELLO,MUNICIPAL,Urbana,21498725,EM VEREADORA ROSIMAR SILVA ARAUJO,258,R$20.497
MA,CODO,MUNICIPAL,Urbana,21517673,EM ANA LUIZA DOS REIS GONCALVES,217,R$42.105
MA,MIRADOR,MUNICIPAL,Urbana,21530661,UNIDADE DE EDUCACAO BASICA FIRMINO GALVAO SOUSA LIMA,90,R$19.110
MA,SAO MATEUS DO MARANHAO,MUNICIPAL,Urbana,21550662,UE MUNICIPAL VINOLIA CURVINA,470,R$106.932
MA,GOVERNADOR NUNES FREIRE,MUNICIPAL,Urbana,21584699,ESC DE ENS FUND PROFª VITORIA SILVA BARROS,246,R$78.006
PI,BARRAS,MUNICIPAL,Rural,22000283,ESC MUL NEMESIO MARQUES LAGES,100,R$41.973
PI,BARRAS,MUNICIPAL,Rural,22000402,ESCOLA MUNICIPAL HONORIO DOMINGOS DE OLIVEIRA,50,R$17.862
PI,BARRAS,MUNICIPAL,Rural,22000585,ESCOLA MUNCIPAL JUSTINO COELHO DE RESENDE,100,R$41.988
PI,BARRAS,MUNICIPAL,Rural,22001000,ESC MUL ANTONIO NUNES FERREIRA,75,R$39.216
PI,BARRAS,MUNICIPAL,Rural,22001212,ESCOLA MUNICIPAL RAIMUNDO SIMPLICIO,100,R$41.988
PI,BARRAS,MUNICIPAL,Rural,22001271,ESC MUL CHIQUINHA GOMES,75,R$51.570
PI,BARRAS,MUNICIPAL,Rural,22001328,ESC MUL JOSE CANDIDO MESQUITA,75,R$8.211
PI,BOA HORA,MUNICIPAL,Urbana,22001409,ESCOLA MUNICIPAL JOSE PRUDENCIO DE CARVALHO,140,R$6.468
PI,BARRAS,MUNICIPAL,Urbana,22001565,ESC MUL RAIMUNDO NONATO CARDOSO,100,R$38.562
PI,BARRAS,MUNICIPAL,Urbana,22001590,ESCOLA MUNICIPAL MONSENHOR LINDOLFO UCHOA,100,R$39.960
PI,BARRAS,MUNICIPAL,Urbana,22001611,ESCOLA MUNICIPAL SINHAZINHA CORREIA,100,R$30.090
PI,ESPERANTINA,MUNICIPAL,Rural,22003614,ESCOLA MUNICIPAL RAIMUNDO DE SOUSA LIRA,50,R$5.484
PI,ESPERANTINA,MUNICIPAL,Urbana,22003843,ESCOLA MUNICIPAL PROFESSORA MARIA PINHEIRO DE CASTRO,100,R$7.212
PI,ESPERANTINA,MUNICIPAL,Urbana,22003886,ESCOLA MUNICIPAL GERVASIO LAGES REBELO,80,R$7.377
PI,MORRO DO CHAPEU DO PIAUI,MUNICIPAL,Urbana,22004181,ESC MUL SAO FRANCISCO DAS CHAGAS,80,R$28.572
PI,ESPERANTINA,MUNICIPAL,Rural,22004289,ESCOLA MUNICIPAL JOAO JOSE DE OLIVEIRA,100,R$10.968
PI,MORRO DO CHAPEU DO PIAUI,MUNICIPAL,Rural,22004297,ESC MUL JOSE NOGUEIRA DE AGUIAR,60,R$25.506
PI,ESPERANTINA,MUNICIPAL,Rural,22004432,ESCOLA MUNICIPAL JOSE SALES DIAS,45,R$5.439
PI,ESPERANTINA,MUNICIPAL,Urbana,22004483,ESCOLA MUNICIPAL VILA SOLIDARIEDADE,45,R$3.711
PI,ESPERANTINA,MUNICIPAL,Urbana,22004548,ESCOLA MUNICIPAL DR JOSE PATRIOTINO REBELO,100,R$7.497
PI,ESPERANTINA,MUNICIPAL,Urbana,22004831,ESCOLA MUNICIPAL UMBELINO REBELO,75,R$5.499
PI,MURICI DOS PORTELAS,MUNICIPAL,Rural,22004858,UNIDADE ESCOLAR JOAO CANDIDO,40,R$21.696
PI,LUZILANDIA,MUNICIPAL,Rural,22006095,GRUPO ESCOLAR BAIXO PARNAIBA,75,R$20.520
PI,LUZILANDIA,MUNICIPAL,Rural,22006109,GRUPO ESCOLAR EVILASIO SALES,125,R$13.680
PI,LUZILANDIA,MUNICIPAL,Rural,22006133,GRUPO ESCOLAR FRANCISCO MARQUES,100,R$10.938
PI,LUZILANDIA,MUNICIPAL,Rural,22006397,UNID ESC ANTONIO FERREIRA,100,R$10.698
PI,SAO JOAO DO ARRAIAL,MUNICIPAL,Rural,22006400,ESCOLA MUNICIPAL BERNARDINO GARCIA DO NASCIMENTO,202,R$11.025
PI,LUZILANDIA,MUNICIPAL,Urbana,22006648,UNID ESC TIA ZULEIDE,125,R$9.360
PI,MADEIRO,MUNICIPAL,Rural,22006737,UNID ESC MANOEL BELCHIOR,135,R$24.543
PI,LUZILANDIA,MUNICIPAL,Urbana,22006745,UNID ESC SETE DE SETEMBRO,125,R$23.475
PI,SAO JOAO DO ARRAIAL,MUNICIPAL,Rural,22007385,ESC MUL DIRCEU MENDES ARCOVERDE,114,R$55.179
PI,SAO JOAO DO ARRAIAL,MUNICIPAL,Rural,22007415,UNID ESC FRANCISCO AUGUSTO MAIA,166,R$100.125
PI,MIGUEL ALVES,MUNICIPAL,Rural,22008233,UNIDADE ESCOLAR JOSE BENEDITO,68,R$8.184
PI,MIGUEL ALVES,MUNICIPAL,Rural,22008292,GRUPO ESCOLAR RURAL CLEONINA MENDES,82,R$10.860
PI,MIGUEL ALVES,MUNICIPAL,Rural,22008357,UNIDADE ESCOLAR FRANCISCO FONTINELE,296,R$19.185
PI,MIGUEL ALVES,MUNICIPAL,Rural,22008381,GRUPO RURAL JOSE TEIXEIRA FILHO,176,R$21.792
PI,MIGUEL ALVES,MUNICIPAL,Urbana,22008462,UNIDADE ESCOLAR E JARDIM ALMIRALICE MEDEIROS,139,R$1.662
PI,MIGUEL ALVES,MUNICIPAL,Urbana,22008527,UNIDADE ESCOLAR E CRECHE PROFESSORA ODIR ESTEVES TORRES,182,R$10.281
PI,MIGUEL ALVES,MUNICIPAL,Rural,22008659,UNID ESC JOAO BATISTA DA SILVA,193,R$21.894
PI,MIGUEL ALVES,MUNICIPAL,Urbana,22008802,UNIDADE ESCOLAR SENADOR DIRCEU MENDES ARCOVERDE,552,R$29.136
PI,NOSSA SENHORA DOS REMEDIOS,MUNICIPAL,Urbana,22008810,ESC MUL NOSSA SENHORA DOS REMEDIOS,90,R$11.178
PI,NOSSA SENHORA DOS REMEDIOS,MUNICIPAL,Urbana,22009175,ESC MUL VANIA ELIZABETH,53,R$8.253
PI,PIRIPIRI,MUNICIPAL,Urbana,22009396,C E M PROFESSOR OMAR DE ANDRADE REZENDE,100,R$18.645
PI,PIRIPIRI,MUNICIPAL,Urbana,22010017,CENTRO EDUC MUL PROF PAULO DE TARSO F MACHADO,100,R$67.293
PI,CAMPO LARGO DO PIAUI,MUNICIPAL,Rural,22010998,UNID ESC GOV HELVIDIO NUNES,208,R$52.626
PI,CAMPO LARGO DO PIAUI,MUNICIPAL,Rural,22011064,UNID ESC EUSTAQUIO PORTELA,132,R$34.920
PI,CAMPO LARGO DO PIAUI,MUNICIPAL,Rural,22011102,ESCOLA MUNICIPAL JOCA BATISTA,269,R$64.851
PI,TERESINA,ESTADUAL,Urbana,22011145,UNID ESC MIGUEL NUNES DE SALES,67,R$13.965
PI,PORTO,MUNICIPAL,Rural,22011153,UNID ESC NILO SOARES DO REGO,156,R$64.500
PI,PORTO,MUNICIPAL,Rural,22011196,UNIDADE ESCOLAR TOTE OLIVEIRA,277,R$91.926
PI,BOM PRINCIPIO DO PIAUI,MUNICIPAL,Urbana,22011340,GRUPO ESCOLAR SEBASTIAO BEZERRA,154,R$29.550
PI,BURITI DOS LOPES,MUNICIPAL,Urbana,22011749,ESCOLA MUNICIPAL DE 1º E 2º GRAUS PROFESSORA MARIA TERESA DE,100,R$39.900
PI,BURITI DOS LOPES,MUNICIPAL,Rural,22012060,UNIDADE ESCOLAR NOSSA SENHORA DE FATIMA,75,R$32.307
PI,CARAUBAS DO PIAUI,MUNICIPAL,Rural,22012338,ESCOLA MUNICIPAL ANANIAS QUARESMA DE SOUSA,150,R$79.242
PI,BURITI DOS LOPES,MUNICIPAL,Rural,22012346,UNIDADE ESCOLAR BERNARDINO LEOCADIO DO REGO,75,R$51.585
PI,CAXINGO,MUNICIPAL,Urbana,22012362,ESCOLA MUNICIPAL FELIPE NERIS MACHADO,150,R$42.288
PI,BURITI DOS LOPES,MUNICIPAL,Rural,22012389,UNIDADE ESCOLAR JONAS ESCORCIO ALEXANDRINO,100,R$41.943
PI,BURITI DOS LOPES,MUNICIPAL,Rural,22012451,UNIDADE ESCOLAR BENEDITO SOUZA,50,R$44.730
PI,COCAL,MUNICIPAL,Urbana,22012982,ESC MUL SANTA TERESINHA,85,R$9.882
PI,COCAL,MUNICIPAL,Rural,22013237,GRUPO ESCOLAR TIRADENTES,60,R$14.871
PI,COCAL,MUNICIPAL,Rural,22013300,GRUPO ESCOLAR EZEQUIAS COSTA,90,R$13.560
PI,COCAL,MUNICIPAL,Rural,22013369,GRUPO ESCOLAR JOAO JUSTINO DE BRITO,120,R$20.520
PI,COCAL,MUNICIPAL,Urbana,22013598,UNID ESC DOMINGOS ALVES GOMES,220,R$71.085
PI,LUIS CORREIA,MUNICIPAL,Rural,22014497,ESCOLA MUNICIPAL CLARINDO DE BRITO VERAS,40,R$13.560
PI,PARNAIBA,MUNICIPAL,Rural,22014896,ESCOLA MUNICIPAL ADEMAR NEVES,60,R$40.194
PI,ILHA GRANDE,MUNICIPAL,Urbana,22014969,ESC MUL DOM PAULO HIPOLITO DE SOUZA LIBORI,100,R$39.825
PI,PARNAIBA,MUNICIPAL,Urbana,22014985,ESC MUL FONTES IBIAPINA,100,R$32.448
PI,PARNAIBA,MUNICIPAL,Urbana,22015230,ESC MUNICIPAL PROF JOAO ORLANDO DE M CORREIA,50,R$16.014
PI,PARNAIBA,MUNICIPAL,Urbana,22015264,ESCOLA MUNICIPAL PROF ANTONIO THOMAZ DA COSTA FILHO,100,R$28.332
PI,PARNAIBA,MUNICIPAL,Urbana,22015310,ESCOLA MUNICIPAL ANTONIO EMILIO DE ARAUJO SELIGMANN,130,R$15.045
PI,PARNAIBA,MUNICIPAL,Urbana,22015345,ESC MUL PROFº BENEDITO JONAS CORREIA,100,R$32.448
PI,PARNAIBA,MUNICIPAL,Urbana,22015370,ESC MUL CANDIDO ATHAIDE,120,R$16.560
PI,ILHA GRANDE,MUNICIPAL,Urbana,22015450,ESC MUL JOAO BATISTA COSTA,100,R$7.407
PI,PARNAIBA,MUNICIPAL,Urbana,22015477,ESCOLA MUNICIPAL JOSE ALEXANDRE CALDAS RODRIGUES,50,R$25.920
PI,PARNAIBA,MUNICIPAL,Urbana,22015507,ESC MUL LAURO CORREIA,80,R$14.637
PI,PARNAIBA,MUNICIPAL,Urbana,22015558,ESCOLA MUNICIPAL MONSENHOR ANTONIO SAMPAIO,100,R$35.592
PI,PARNAIBA,MUNICIPAL,Urbana,22015566,ESC MUL PLAUTILA LOPES DO NASCIMENTO,100,R$23.880
PI,PARNAIBA,MUNICIPAL,Urbana,22015574,ESC MUL PROF JOAO CAMPOS,77,R$21.180
PI,PARNAIBA,MUNICIPAL,Urbana,22015582,ESC MUL PROF JOSE RODRIGUES E SILVA,50,R$16.560
PI,PARNAIBA,MUNICIPAL,Urbana,22015604,ESC MUNICIPAL RUI BARBOSA,100,R$28.692
PI,SAO JOAO DA FRONTEIRA,MUNICIPAL,Rural,22016503,ESC MUL FRANCISCO PEDRO DE ASSIS,100,R$20.290
PI,SAO JOAO DA FRONTEIRA,MUNICIPAL,Rural,22016678,ESC MUL SAO MIGUEL,90,R$13.347
PI,SAO JOAO DA FRONTEIRA,MUNICIPAL,Urbana,22016899,UNIDADE ESCOLAR MAE DO BOM CONSELHO,140,R$22.155
PI,ALTOS,MUNICIPAL,Urbana,22018069,UNID ESC MAE CIANA,80,R$12.912
PI,ALTOS,MUNICIPAL,Urbana,22018239,UNID ESC SAO FRANCISCO,60,R$18.000
PI,JOSE DE FREITAS,MUNICIPAL,Rural,22019979,ESCOLA MUNICIPAL FRANCISCO MENDES,150,R$34.215
PI,JOSE DE FREITAS,MUNICIPAL,Rural,22020004,ESCOLA MUNICIPAL FRANCISCO RODRIGUES DO NASCIMENTO,150,R$34.245
PI,JOSE DE FREITAS,MUNICIPAL,Rural,22020080,ESCOLA MUNICIPAL JOAQUIM EUCLIDES DA ROCHA,125,R$34.245
PI,JOSE DE FREITAS,MUNICIPAL,Rural,22020195,ESCOLA MUNICIPAL JOSE AMADO DE OLIVEIRA,38,R$5.397
PI,JOSE DE FREITAS,MUNICIPAL,Urbana,22020322,ESCOLA MUNICIPAL FILOMENA ALVES,125,R$9.315
PI,JOSE DE FREITAS,MUNICIPAL,Rural,22020632,ESCOLA MUNICIPAL MIGUEL SARAIVA DA SILVA,108,R$6.993
PI,JOSE DE FREITAS,MUNICIPAL,Urbana,22020900,ESCOLA MUNICIPAL AGRIPINA PORTELA,100,R$7.482
PI,JOSE DE FREITAS,MUNICIPAL,Urbana,22020918,ESCOLA MUNICIPAL LEVY CARVALHO,150,R$10.968
PI,LAGOA ALEGRE,MUNICIPAL,Urbana,22021019,ESCOLA MUNICIPAL ALFREDO DA SILVA COSTA,582,R$226.980
PI,LAGOA ALEGRE,MUNICIPAL,Rural,22021124,ESCOLA MUNICIPAL MARCOS ANDRADE PONTES,155,R$86.220
PI,LAGOA ALEGRE,MUNICIPAL,Rural,22021175,ESCOLA MUNICIPAL PADRE EXPEDITO CARNEIRO DE AGUIAR,133,R$9.555
PI,NAZARIA,MUNICIPAL,Rural,22021981,ESCOLA MUNICIPAL CRISPIM II,40,R$37.635
PI,TERESINA,ESTADUAL,Urbana,22022015,CAIC CENTRO DE ATENCAO INTEGRADO A CRIANCAPROFESSOR MELO MAG,25,R$4.695
PI,NAZARIA,MUNICIPAL,Urbana,22024395,ESCOLA MUNICIPAL FRANCISCO ALVES DE CARVALHO,200,R$89.820
PI,NAZARIA,MUNICIPAL,Rural,22024816,ESCOLA MUNICIPAL PETRONIO PORTELA,70,R$44.685
PI,TERESINA,ESTADUAL,Urbana,22026304,UNIDADE ESCOLAR TERESINHA NUNES,125,R$18.585
PI,TERESINA,ESTADUAL,Urbana,22026878,U E MONS RAIMUNDO NONATO MELO,105,R$31.005
PI,TERESINA,ESTADUAL,Urbana,22026983,UNIDADE ESCOLAR DOMICIO MAGALHAES DE MELO,60,R$9.375
PI,TERESINA,ESTADUAL,Urbana,22027238,U E PROFESSOR JOSE CAMILO DA SILVEIRA FILHO,120,R$6.900
PI,TERESINA,ESTADUAL,Urbana,22027416,U E ANITA GAYOSO,120,R$35.085
PI,TERESINA,ESTADUAL,Urbana,22027564,U E MATIAS OLIMPIO,87,R$30.261
PI,TERESINA,ESTADUAL,Urbana,22027599,UNID ESC NAIR GONCALVES,100,R$2.592
PI,TERESINA,ESTADUAL,Urbana,22028650,UNIDADE ESCOLAR MARTINS NAPOLEAO,281,R$8.517
PI,UNIAO,MUNICIPAL,Rural,22029290,GINASIO ANTONIO MEDEIROS FILHO,232,R$52.245
PI,UNIAO,MUNICIPAL,Rural,22029338,UNIDADE ESCOLAR ANTONIO FERREIRA DE ABREU,235,R$72.915
PI,UNIAO,MUNICIPAL,Rural,22029362,GRUPO ESCOLAR LUIS DE AQUINO SOUSA,68,R$32.259
PI,UNIAO,MUNICIPAL,Rural,22029370,GRUPO ESCOLAR MARIA IRIDAN NERY,141,R$47.781
PI,UNIAO,MUNICIPAL,Rural,22029648,UNIDADE ESCOLAR GERVASIO COSTA,69,R$34.665
PI,UNIAO,MUNICIPAL,Urbana,22029753,UNIDADE ESCOLAR LILASIA LOBAO MARQUES,499,R$74.358
PI,UNIAO,MUNICIPAL,Urbana,22029788,UNID ESC MARIA DE LOURDES M CRAVEIRO,248,R$43.080
